Unnamed: 0	description	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	S210421121707	S210421121708	S210421121709	S210421121710	HSD-NC	HSD-NR	Total
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched amino acid biosynthesis	7878.490781796122	9113.312220135333	8203.01994858174	54158.96718170484	1864.4749375577128	33712.03207462192	8063.710505558597	16856.96342952562	2066.3235133242915	81218.26506977573	60699.02952303043	141917.29459280617
CALVIN-PWY	Calvin-Benson-Bassham cycle	5084.224961678229	9693.688514046517	8006.753471782348	21317.308945139404	1939.59648029241	38696.37666740805	8195.117947559214	18430.71413976823	2307.159770464606	46041.572372938914	67629.3685252001	113670.94089813902
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to &beta;-ketoadipate	91.77378940878256	1188.7113858695775	103.4085472541542	763.0393939510202	0.3471784564903233	350.059678002244	168.93686235132282	513.7207731043076	81.43596104398999	2147.2802949400248	1114.1532745018642	3261.4335694418887
CENTBENZCOA-PWY	benzoyl-CoA degradation II (anaerobic)	0.469246896109655	0.4861612362280325	0.7620772810962309	12.36717043611415	2.1357221013770684	4.372757703781217	0.2461283136144565	2.57108506908166	0.3398722850424812	16.220377950925137	7.5298433715198145	23.75022132244495
CENTFERM-PWY	pyruvate fermentation to butanoate	1287.9761190582026	2392.8756864884926	2620.359685704856	8215.605818806893	418.38151282524825	6381.292411319028	1736.8717733335602	2351.3261015181047	236.08476500984696	14935.198822883693	10705.575051180542	25640.773874064234
CHLOROPHYLL-SYN	chlorophyllide a biosynthesis I (aerobic, light-dependent)	21.099842750107	56.10588637328328	44.4823923620266	96.49661749950612	4.661232077439389	216.24347132627256	41.50988652913318	55.85868049070802	5.568133554217416	222.8459710623624	319.1801719003312	542.0261429626936
COA-PWY	coenzyme A biosynthesis I	5908.310294350692	6366.428625861034	6458.547666837978	39421.402112333024	1477.8494148656175	24342.16555629756	6452.6382053350535	10777.597757872083	1341.2305106588042	59632.538114248346	42913.6320301635	102546.17014441184
COBALSYN-PWY	adenosylcobalamin salvage from cobinamide I	5240.389634822329	5080.573397947559	4805.508257003556	37254.6220962056	792.7543977574145	19112.642462525942	3582.0317501632867	14537.530559418688	1910.663533918297	53173.84778373646	39142.86830602621	92316.71608976267
CODH-PWY	reductive acetyl coenzyme A pathway	95.24094551691384	306.68528385619544	371.4407636000354	545.79736911221	35.23835583778824	828.8452975886544	375.1536544252307	666.5719577708165	39.67516442013324	1354.402717923143	1910.246074204835	3264.6487921279777
COLANSYN-PWY	colanic acid building blocks biosynthesis	665.9977763472516	3575.4066754622686	3410.8233770816364	4647.14269709172	1076.1942787000971	10944.382203148272	4763.102999230167	5537.6834576458095	701.1911926292377	13375.564804682974	21946.359852653488	35321.924657336465
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	7164.088548553822	7683.773312518607	7262.230851084376	49983.62713502151	1659.7497955382685	29441.924113962257	7266.001103263632	14704.279041036672	1817.416980871513	73753.46964271659	53229.62123913408	126983.09088185066
CRNFORCAT-PWY	creatinine degradation I	4.657927968449219	69.33937453428658	7.555870156495795	109.90838071674526	0.0	40.04816725305368	138.1172394270577	55.741982989684416	3.4381880364255086	191.46155337597685	237.3455777062213	428.80713108219817
DAPLYSINESYN-PWY	L-lysine biosynthesis I	6375.355742135663	7534.943726677213	6850.130923748886	42298.7777876394	1459.862782305772	29718.80625532037	6143.66734452002	12744.82574246152	1431.3227300065462	64519.070962506936	50038.62207230846	114557.6930348154
DENITRIFICATION-PWY	nitrate reduction I (denitrification)	6.121931505511067	99.6837407485307	50.230130592828864	97.079253151531	8.449262757011649	26.985384312484708	106.7606397840996	44.27290666522466	0.7375035362858767	261.5643187554133	178.75643429809486	440.32075305350816
DENOVOPURINE2-PWY	superpathway of purine nucleotides de novo biosynthesis II	3810.6162345236967	6052.509434658736	4813.609303574531	26938.843651083305	990.691049338426	15782.304340792616	4878.571692721578	9521.05594739105	1072.484607065213	42606.26967317869	31254.416587970456	73860.68626114915
DHGLUCONATE-PYR-CAT-PWY	glucose degradation (oxidative)	0.0013383400402076	214.6550343009601	7.767871569031821	81.67569171234562	0.0	54.680539485555336	0.0007009204017383	27.822667366892613	22.215918186916404	304.09993592237777	104.7198259597661	408.8197618821439
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	5356.947676316122	6444.610303905568	5476.975532228743	39143.49096566478	1255.1311052643034	21723.98441658253	5632.237678670382	14098.27707471675	1796.4756063591922	57677.15558337952	43250.97477632885	100928.13035970838
ECASYN-PWY	enterobacterial common antigen biosynthesis	70.90262790043226	449.9805938047535	200.82692727906093	280.9437802669641	36.473795274611824	288.8580041043999	252.41887886822656	164.50451267116006	58.38679825479664	1039.1277245258225	764.1681938985831	1803.2959184244053
ENTBACSYN-PWY	enterobactin biosynthesis	189.0252451599292	417.4489079188422	378.5428282829049	933.1934985181332	92.57264551129938	644.4296512784281	494.4752626781066	2768.7806645407422	144.76244971310308	2010.783125391109	4052.44802821038	6063.2311536014895
FAO-PWY	fatty acid &beta;-oxidation I	672.8576655346334	4448.414582588098	2486.8483110825687	2978.330205701692	390.4104576344524	4627.510065199037	1724.378742166093	3703.952615068951	318.0908094700186	10976.861222541444	10373.9322319041	21350.793454445546
FASYN-ELONG-PWY	fatty acid elongation -- saturated	1232.1254895591212	6089.355938345294	3647.119600481295	7684.550899858216	1385.940633839612	13294.762666992418	6203.519580357207	7359.089907265139	754.6679755691647	20039.092562083537	27612.04013018393	47651.13269226746
FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation (E. coli)	496.4316618160235	4627.761827640044	1612.8972861886157	4221.834405387641	837.540120475433	9536.77714366398	3807.45036674674	2442.345087695588	383.86846112918585	11796.465301507758	16170.441059235494	27966.90636074325
FERMENTATION-PWY	mixed acid fermentation	5213.212507167588	5177.585720437059	2263.558354225701	30758.92479609185	1019.471676682103	10320.310686199296	4298.342002932838	8243.298875947028	912.4985636695944	44432.7530546043	23774.450128748755	68207.20318335305
FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage	5566.326623392085	4906.68546745975	3420.9019319989284	38888.48747384957	913.6750894934518	13292.231124285852	4510.131847623049	7753.958672337903	821.1509022258882	53696.07658619378	26377.47254647269	80073.54913266648
FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation	1036.8579372920713	1858.1832317978367	1431.6185297495058	3120.5109467885304	442.541130672386	8793.802211259326	1720.4285861835594	4079.148810316562	511.1145443716967	7889.711776300331	15104.494152131145	22994.205928431475
FUCCAT-PWY	fucose degradation	1631.61687972086	2408.8178511889014	2105.393873198373	9539.90835271234	473.5145443416645	13843.196610343508	1729.764322844897	4508.693112255954	558.2472650090195	16159.251501162138	20639.90131045338	36799.15281161552
GALACT-GLUCUROCAT-PWY	superpathway of hexuronide and hexuronate degradation	970.4021488918702	3957.154711610816	2681.4822053789503	4173.838500228165	524.5604075467725	14162.24290437796	2599.413983916256	7623.215949823646	958.300905608759	12307.437973656572	25343.17374372662	37650.6117173832
GALACTARDEG-PWY	D-galactarate degradation I	185.2950627907215	1538.6147848376338	648.4025705358588	1054.9318379159783	173.1893815771814	2593.200049329646	762.1249234352814	607.7311542301494	164.46038900591856	3600.433637657374	4127.516516000996	7727.95015365837
GALACTUROCAT-PWY	D-galacturonate degradation I	1308.6182385259206	4983.21576986254	3658.905277706016	5502.698555585656	681.204297949962	18503.589146133127	3454.978070078276	10620.18826332043	1411.9479438905098	16134.642139630096	33990.70342342234	50125.34556305243
GALLATE-DEGRADATION-I-PWY	gallate degradation II	23.38281416095217	903.7279824356108	59.18816093769299	399.2405900773764	0.0173530538847026	182.58342901148723	83.19853690561467	32.3523487855255	37.67856458436038	1385.556900665517	335.8128792869878	1721.3697799525048
GALLATE-DEGRADATION-II-PWY	gallate degradation I	38.5825589664675	907.8397685341272	64.93756894503404	449.157338111258	0.0173530538847026	237.62303350248257	117.17697080498708	68.63518041568324	46.51661895104937	1460.5345876107715	469.9518036742022	1930.4863912849737
GLCMANNANAUT-PWY	superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	5026.025033585809	3483.091323262153	2614.4398664223395	34658.23081175024	631.4899775498802	14060.116969477423	2510.892760184135	5861.245788662425	795.9464480321708	46413.27701257042	23228.20196635615	69641.47897892658
GLUCARDEG-PWY	D-glucarate degradation I	193.6628872035274	1763.5483459033685	855.9732255735012	1188.2067965718013	192.37922232758643	3614.936415811492	869.795940948672	4172.828369387987	652.2889315290855	4193.770477579786	9309.849657677236	13503.62013525702
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	185.2950627907215	1538.6147848376338	648.4025705358588	1054.9318379159783	173.1893815771814	2593.200049329646	762.1249234352814	607.7311542301494	164.46038900591856	3600.433637657374	4127.516516000996	7727.95015365837
GLUCONEO-PWY	gluconeogenesis I	2143.8598532972846	7105.132860092112	5797.058013351912	12016.927424268146	1650.8968755388028	23942.8172615812	7147.431528125517	12269.769945656526	1388.044103412518	28713.875026548256	44748.06283877576	73461.93786532401
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	96.65507728653016	465.1392280045951	373.6872522312156	1158.0347447347208	157.71773388843636	457.4757400398853	240.6726073891879	989.7861793292376	313.4596101224853	2251.2340361454976	2001.394136880796	4252.628173026294
GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronide and D-glucuronate degradation	1379.2563409980391	4402.856767592375	3048.8552558196207	8579.131488383895	530.1507821986851	15768.051983464884	2619.072383439051	7450.058077376113	905.6777639697032	17940.250634992615	26742.860208249756	44683.11084324237
GLUTORN-PWY	L-ornithine biosynthesis	5187.161412060967	6249.674998428009	5576.581866822382	37740.22417871464	1208.5787829325177	22557.422882196337	5312.341340473196	9017.812507411209	948.3836857343586	55962.22123895852	37835.9604158151	93798.18165477362
GLYCOCAT-PWY	glycogen degradation I (bacterial)	7845.389259847952	7882.992138096823	6495.20169970396	52044.617594448006	1895.23231806558	32042.43188772563	7890.577090967485	18565.497553242865	2445.879842640246	76163.43301016232	60944.38637457622	137107.81938473854
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	8249.705188244156	8395.323798716754	8355.74670729271	55176.58411379309	1726.398330655947	34933.1071313413	7336.488744480498	16293.617781323224	2146.922542375776	81903.75813870267	60710.1361995208	142613.89433822347
GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	262.2834471483953	845.6642981108981	263.8231580917556	1232.265201690564	35.77635968437944	887.3637629339202	537.1279474776074	1313.2466763375346	93.7411594607859	2639.8124647259924	2831.479546209848	5471.29201093584
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	5082.568311286738	7406.758525620054	6210.286457812384	22296.40417656321	1584.1065236196678	25695.058204470515	7386.280829353889	12916.918618394477	1283.2373990596882	42580.12399490205	47281.49505127857	89861.61904618063
GLYCOLYSIS-E-D	superpathway of glycolysis and Entner-Doudoroff	1366.7730482165148	5806.107094031983	3245.554020100484	5999.740898417835	762.800257667633	15357.99109602716	3932.854944760674	8035.018143547251	886.7930279105727	17180.975318434448	28212.657212245656	45393.6325306801
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	607.27598930203	3380.3435623823843	922.359068914954	3453.316862959266	325.23357055828285	2491.412924256412	1226.557104699233	3113.775801994439	360.00744309720983	8688.529054116918	7191.753274047293	15880.282328164212
GLYOXYLATE-BYPASS	glyoxylate cycle	258.74860161771056	1844.563092288368	501.3490028495096	1578.0946049455729	163.16353569455018	1213.0588736783714	912.6718570484602	2310.9370311925104	210.79939927535656	4345.918837395711	4647.467161194698	8993.38599859041
GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	278.0462164079144	469.5679984219069	982.9068770345432	315.3710010775927	124.04789108424488	3996.343719647403	581.9419200570812	1413.689404023046	166.0562268620381	2169.939984026202	6158.0312705895685	8327.971254615772
HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	60.1479695945418	122.65266244229544	111.68349879032172	154.80643646961764	16.82204736345241	120.24738519966876	145.27310166838424	209.0136395488788	38.52811450375224	466.112614660229	513.0622409206841	979.1748555809132
HEME-BIOSYNTHESIS-II	heme biosynthesis I (aerobic)	283.68868921075176	1403.734706426883	388.04813582781225	1215.6160923200537	105.49699541305704	1153.6891438221764	801.6594565881219	2330.132699527813	98.83412821051668	3396.584619198557	4384.315428148629	7780.900047347186
HEMESYN2-PWY	heme biosynthesis II (anaerobic)	863.9813085603696	2653.9563802893454	1824.267320125611	3451.0975479210333	210.2434459688652	3582.988987196084	1384.325525212314	2927.451354952881	201.3221545724429	9003.546002865223	8096.088021933722	17099.634024798946
HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	2095.920243976941	3392.981275205857	2579.8345834589177	5545.555987006967	642.4114405850344	13173.727948536329	2568.7161601213406	3532.8785863175062	333.7621678084748	14256.703530233715	19609.084862783653	33865.78839301737
HISDEG-PWY	L-histidine degradation I	501.9100487407519	2402.084875596279	688.1887609837444	1368.8364294561711	133.12088472732444	5597.181447381439	1061.0623989216592	3640.1592814926944	283.8158213745161	5094.14099950427	10582.218949170308	15676.35994867458
HISTSYN-PWY	L-histidine biosynthesis	5875.98957106443	6803.027482972423	6499.044333196071	40804.14457940463	1603.1553621981534	26207.650895373816	6762.10947384411	12209.772689501213	1540.4836002066606	61585.36132883571	46720.0166589258	108305.37798776152
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	2531.726825697649	3811.582893446021	3043.3913016931224	13239.84051391697	1030.6459735936794	10696.710546864875	4075.055049887621	6306.606243595032	642.8097917011124	23657.187508347444	21721.18163204864	45378.36914039608
HSERMETANA-PWY	L-methionine biosynthesis III	2600.9520878448034	4476.622448126712	2063.5009699502225	13477.687754789002	1152.1246370266686	10605.274480624985	4474.960682928221	6282.022466301808	706.2830894799532	23770.887897737404	22068.540719334967	45839.42861707237
ILEUDEG-PWY	L-isoleucine degradation I	3.955556568172791	4.09697757363237	6.404364995610698	30.7022426568824	0.0	33.93632416434799	2.0718965923033816	20.42746568731248	2.9156752688676306	45.15914179429826	59.35136171283148	104.51050350712974
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	7760.509354751265	10344.64534734825	8656.982899999253	52256.59252731909	1976.734818696502	35351.89536218455	8636.369957650722	18835.143893064844	2341.7220328087164	80995.46494811436	65165.13124570883	146160.59619382318
KDO-NAGLIPASYN-PWY	superpathway of (Kdo)2-lipid A biosynthesis	110.88993521838684	1311.8340208004774	356.2369441494845	917.29383222875	106.69098999835968	737.1535155671827	725.9603925731069	438.9983736780621	142.5023445179511	2802.9457223954587	2044.6146263363028	4847.560348731761
KETOGLUCONMET-PWY	ketogluconate metabolism	101.43610111389344	757.6580218642911	302.1131774174605	541.0940282201864	32.73596273850143	719.6960828439568	326.037295567416	676.5391400249874	78.72230347425086	1735.0372913543329	1800.994821910611	3536.032113264944
LACTOSECAT-PWY	lactose and galactose degradation I	248.68024880275448	595.48810624024	183.06446897426048	539.5684052202091	36.7932094633007	744.8580455422177	193.69367375037044	165.6684868474216	35.04820741254181	1603.5944387007646	1139.2684135525517	2742.8628522533163
LEU-DEG2-PWY	L-leucine degradation I	223.0991837125964	2088.7946583314047	302.793874442539	1292.15054647958	108.51835303259011	668.4415094375368	707.180077961177	2222.2077473700256	154.72878105676972	4015.3566159987104	3752.558115825509	7767.914731824219
LIPASYN-PWY	phospholipases	3.2e-14	3.325e-14	5.012969071775902	20.675636677286377	36.388571102084136	2.7525e-13	1.6749999999999998e-14	1.6575e-13	2.375e-14	62.07717685114648	4.815e-13	62.07717685114696
LPSSYN-PWY	superpathway of lipopolysaccharide biosynthesis	0.3221844707236595	101.27134189144246	16.537694158629503	2.888322686575946	0.0088750532784326	145.38042820291315	0.2415411231167772	237.57658123737548	0.233724864363093	121.02841826065	383.4322754277685	504.4606936884185
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	3437.1688477066728	4741.930820013748	3823.647392192249	18489.66429020892	1232.866242856362	14192.206755022971	4993.442741998083	8203.509819754812	861.358626672265	31725.277592977956	28250.51794344813	59975.795536426085
METH-ACETATE-PWY	methanogenesis from acetate	1287.2476408677403	2664.2935469346344	3741.296450351773	2310.4307953537664	104.52487755548503	11807.666558924211	423.6461404366244	5353.291933271017	497.80643740561817	10107.7933110634	18082.411070037477	28190.20438110087
METHGLYUT-PWY	superpathway of methylglyoxal degradation	162.17640194116538	162.32988814149277	140.5796183624208	714.9346485543186	27.909373726536057	181.14837425560108	230.65622113455467	171.41614863779836	37.600920930568726	1207.929930725934	620.8216649585229	1828.7515956844568
METHYLGALLATE-DEGRADATION-PWY	methylgallate degradation	29.21041589691361	1114.6351540908786	73.91991221936058	498.02187640223366	0.0216912907708675	228.09757858409304	103.85523159606528	40.43168965112955	47.00282576107251	1715.809049900157	419.3873255923604	2135.1963754925177
NAD-BIOSYNTHESIS-II	NAD salvage pathway II	211.3226476352293	1297.4632229717658	672.0390755218946	1119.276452671661	72.8877554726912	2113.5607483989497	349.31394279407147	940.9041680635196	152.6112675987258	3372.989154273242	3556.3901268552663	6929.379281128508
NADSYN-PWY	NAD biosynthesis II (from tryptophan)	111.16930807312482	1431.7719961079952	174.7227356856989	886.2064693332196	12.09035940926009	621.6941155263278	208.16503381928493	216.45981538422907	100.70871080348158	2615.9608686092984	1147.0276755333234	3762.988544142622
NAGLIPASYN-PWY	lipid IVA biosynthesis	170.81197412030318	2283.199872308188	610.0929242985261	1856.983735050744	697.6891258804724	2592.672550892048	3066.7325617963184	2029.210715076104	306.7468924742608	5618.777631658234	7995.362720238731	13614.140351896964
NONMEVIPP-PWY	methylerythritol phosphate pathway I	6783.374295262759	7100.126776680098	6660.571913999974	47646.05443511238	1621.1627129196766	27567.236589946584	7118.249460454273	13632.26996360539	1679.358462230644	69811.2901339749	49997.114476236886	119808.4046102118
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	12926.624070383745	12131.446753281149	11166.304989099766	90401.83141743558	2613.17683393322	49692.29859620708	10920.635464412584	25134.610848080047	3180.931625083549	129239.38406413344	88928.47653378327	218167.8605979167
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	6319.417474109656	5565.238049203575	5749.866371234957	45030.74454260653	1161.6565170257948	20511.74034391641	5001.206612716892	10257.653452183362	1232.0646703643108	63826.92295418052	37002.66507918098	100829.5880333615
ORNARGDEG-PWY	superpathway of L-arginine and L-ornithine degradation	26.003696738365964	29.615938420423063	57.841393002012914	219.3835198031341	11.235179381964317	81.89668841334404	103.65230741008617	50.64856556462666	13.827650775862168	344.0797273459004	250.02521216391904	594.1049395098194
ORNDEG-PWY	superpathway of ornithine degradation	89.66434929194513	139.36787919950365	144.1778812543586	208.70128628612733	26.222485229225608	154.65293875555813	256.4093121013996	379.6320310707977	37.881641274493866	608.1338812611604	828.5759232022493	1436.7098044634097
P101-PWY	ectoine biosynthesis	114.29056406761764	381.82428484273817	92.25427206881884	262.84008583350044	0.323038923416503	158.1580149178539	362.45506318690593	2053.874978866051	69.10479796452691	851.5322457360916	2643.592854935338	3495.1251006714297
P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)	507.1391137141513	4323.279521062655	1180.822033824712	3635.894866596742	497.8440427787685	3832.286530441052	2012.902584190452	6003.373045084433	476.89589325588105	10144.979577977028	12325.45805297182	22470.437630948847
P108-PWY	pyruvate fermentation to propanoate I	443.4825916357144	3869.768516728266	1433.0828694032546	2976.059595080821	1070.850247312705	5778.5640924482295	4775.966816652522	5067.5433102965135	537.6500362204181	9793.24382016076	16159.724255617684	25952.968075778444
P122-PWY	heterolactic fermentation	673.2359733550447	1370.7593703809266	2023.0357451961468	1468.4582341646194	413.71327703034507	8625.242371773387	1629.5861151732604	2482.550726282226	134.75672897417414	5949.202600127082	12872.13594220305	18821.33854233013
P124-PWY	Bifidobacterium shunt	952.6295639393628	1629.9227345311187	3814.252968563209	1900.638919942441	559.9228388935529	12425.98953588646	2063.01583816266	3045.682933627022	160.40092071334084	8857.367025869686	17695.089228389486	26552.45625425917
P125-PWY	superpathway of (R,R)-butanediol biosynthesis	1272.7479356859287	3209.929325166431	3505.0697031888308	2183.9579060996666	397.3272679051491	11837.706093534902	1919.5620342297136	3374.725276903916	149.8488739374066	10569.032138046006	17281.84227860594	27850.874416651943
P161-PWY	acetylene degradation	6415.265321005764	4626.161554860532	5301.345686284399	41606.29846844585	953.5656293078092	22957.35008321841	4395.10966876947	12848.674004638631	1746.040897240098	58902.636659904354	41947.17465386661	100849.81131377096
P162-PWY	L-glutamate degradation V (via hydroxyglutarate)	363.08876861205056	792.265968408517	1389.1044208268218	1345.7206888393591	190.4141360832881	3918.868254462963	830.8648084008563	1657.976467453986	138.13315373026938	4080.5939827700367	6545.842684048074	10626.43666681811
P163-PWY	L-lysine fermentation to acetate and butanoate	457.4409871610905	318.5567416451658	789.5458887107255	911.8109591510196	211.0268125442417	4159.703525282316	652.1876239429903	584.287542944184	44.36326348335137	2688.381389212243	5440.541955652841	8128.923344865085
P164-PWY	purine nucleobases degradation I (anaerobic)	5394.481837405102	4519.125408322212	4717.098765256725	18632.05348431363	885.8782635811134	20802.05384115913	3004.940195884032	7430.712722285785	915.9218203166732	34148.63775887878	32153.62857964562	66302.26633852441
P184-PWY	protocatechuate degradation I (meta-cleavage pathway)	25.815171359700336	1052.1985205379513	68.8181084233161	454.6849741770756	0.0055029449597835	197.6303972411436	89.59353957660856	33.03681729453203	42.0336680951588	1601.522277443003	362.294422207443	1963.816699650446
P221-PWY	octane oxidation	129.44235412370577	1979.336443426329	702.8479191396178	1888.3715828552045	142.91007984232192	4300.7384103166005	405.4291380311248	1813.383052476164	209.49645708525483	4842.90837938718	6729.047057909144	11571.955437296325
P23-PWY	reductive TCA cycle I	892.3753164522969	4185.898438857637	1562.0475800925478	4849.504801944728	495.5748898538564	4945.259612178837	2500.875572133146	1743.6373419663837	389.1389384691412	11985.401027201066	9578.911464747507	21564.31249194857
P241-PWY	coenzyme B biosynthesis	0.0	0.0	0.0	0.0	10.76104946858628	5.928575697409742	0.0	0.0	0.0	10.76104946858628	5.928575697409742	16.689625165996024
P261-PWY	coenzyme M biosynthesis I	27.147128346087545	67.24862910228171	52.98244934266457	13.764284050440958	1.1934818121799633	246.3540519499507	32.59177846708282	529.6416253183565	29.232104741670792	162.33597265365472	837.8195604770608	1000.1555331307156
P281-PWY	3-phenylpropanoate degradation	93.60073671120932	1773.578179420747	176.08295673433986	837.2281120632699	38.81088910770111	412.1683318793372	280.5459718488101	518.9290934678573	101.54660124036664	2919.3008740372675	1313.1899984363713	4232.490872473639
P341-PWY	glycolysis V (Pyrococcus)	30.45596320182567	441.4154879694855	50.92808548263274	405.9626390768294	177.5913922370715	973.5450572911373	440.9129809410718	400.0967220548701	42.79608168873543	1106.3535679678448	1857.3508419758143	2963.70440994366
P381-PWY	adenosylcobalamin biosynthesis II (late cobalt incorporation)	664.2199786659206	2224.710916023324	713.0325775949357	2244.1209537735936	0.0	1521.4393108317695	1068.5837112463803	3510.4148172553214	175.7544242738701	5846.084426057774	6276.192263607341	12122.276689665116
P4-PWY	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	5097.255420342595	5705.612127698624	4192.155887807097	31041.72306618809	773.7606670613845	17177.129879390035	3967.405133861067	9426.925971281267	1035.8659145107465	46810.507169097786	31607.326899043117	78417.8340681409
