Unnamed: 0	description	S210421121673	S210421121674	S210421121675	S210421121676	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121688	S210421121689	S210421121690	S210421121691	S210421121692	S210421121693	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	S210421121703	S210421121704	S210421121705	S210421121706	S210421121707	S210421121708	S210421121709	S210421121710	NC	NR	STD-NC	STD-NR	HSD-NC	HSD-NR	Total
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	74345.18720476226	66976.0175031263	41077.95863054208	56032.986329274165	37756.15326581403	9075.281106894829	32191.27701723984	47116.98881719269	13617.440724011232	43680.2549199838	44731.48057292136	50463.30986045772	53693.692224541126	12614.22828456264	17939.473435106313	35783.42313761015	85568.75776600592	47443.64244374719	67373.73338884534	25981.566481938786	57575.1072837066	18249.239584822604	55059.73379738973	21765.98235718454	10446.411430030934	5731.132961020908	6743.492103607786	6361.820949566849	40074.424778714034	1305.8959432566369	6864.21068413695	1132.756096695127	71950.18400235022	82951.66150101686	26323.456054288647	5598.8871523384405	11653.548620158808	1270.1067581074544							
ARO-PWY	chorismate biosynthesis I	111151.66086053044	148727.75541242433	66391.7732899593	131526.20554145152	63069.76470228512	16345.625054908834	67510.30633386016	64537.77415657118	30793.53282856974	57844.106470473074	53136.54456193234	88136.35636256871	68756.43641736393	19743.47658208796	17888.520783118587	42775.81372463796	105964.97323213042	60795.28936064062	78219.7382785191	29955.89972870626	67466.7788879076	20525.50497725412	74558.14479789688	32118.8973237532	13779.083272210662	6682.197746805061	7422.265215951331	6910.057582673464	46257.72109339544	1644.9853505162323	7656.859779891048	1024.717189311113	108009.81399045476	105323.10562635672	28358.337254002705	7049.729512634295	14063.220666159676	1719.399048968574							
ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	131766.51984429162	316586.7503968	103789.0178785634	208541.9403128594	108294.310596468	33652.214479341994	138097.2536871918	70498.25451895548	71373.57647579591	44903.74589150095	36619.76975407104	111877.46056412368	60986.24726210115	20737.11704883683	20878.178374015453	29758.39485735564	88171.27132535058	45844.670903171005	50633.96670255602	22498.30612125036	58448.9948958814	11564.239071197864	66545.62680784831	25436.306487114445	10159.70047387345	5745.154492755727	4819.365164487722	3878.926521935222	41161.666625853526	1282.9407966884166	5617.542567957209	1401.6248634102733	120903.1755895373	87241.71874612891	19270.18835566557	5641.692487616521	10678.340166729657	1235.6434448253212							
AST-PWY	L-arginine degradation II (AST pathway)	172.36225708332358	179.90986368560195	394.509101926981	145.95461804160792	447.9543881704474	27.8124059642986	62.78649171039202	178.74408635536147	64.90266569044155	15.871398866539725	75.33165950782747	47.196626264214274	79.32030410905587	3.3056915623586014	28.57943342680033	139.67498403525946	414.3467707219045	368.9729410420661	128.25678656161986	174.50647231480167	283.3822073079833	456.1646368003528	111.68189086475296	137.22025501227665	144.51399248384106	57.13108545201108	254.5871126234656	102.8294620285091	341.758220408461	75.57544734987253	199.35369797103164	8.94922128257805	100.38980749465269	229.19274036887683	179.64328443893567	136.43428371833022	109.87926651654924	49.424713879735165							
BIOTIN-BIOSYNTHESIS-PWY	biotin biosynthesis I	89784.17101967701	94911.51115581644	83528.29909071341	150490.79529523157	86358.72607243416	23568.014333457355	90746.43069096615	45807.32723609739	54172.974652238816	23943.395037733066	17441.52340355449	67890.55584193411	39330.64893415551	14519.997859228051	4892.941009431759	18975.67578926259	5503.7526543136255	4916.520210864726	21681.005770684613	2045.2312813167784	3046.00190431387	4421.962338296566	34059.149745979914	18963.074613286382	6177.919726604898	385.6394122109523	3899.0444850585886	1127.023151462124	3060.1584180725954	889.533180617662	1513.4782609407318	319.7365952280201	88583.10568484016	63864.21698628534	5735.480384011614	3984.881143912178	2457.118169031512	349.3623148131075							
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched amino acid biosynthesis	136822.53957714132	234165.4320417925	99712.21581173778	192475.1642875301	100873.36465664928	28829.66044016607	118525.5932768153	76578.6740945969	63521.3753498142	61953.28555222659	59076.17034314773	99776.0849314884	79647.58429766375	23453.51119145557	22863.18385781973	49350.492697547765	114664.09680586438	62730.062792743694	91112.177213285	34408.495052870014	77065.88007523135	24478.313180417208	80537.92832904265	35273.36708435047	15751.72261937508	7878.596876251229	9109.383930260125	8187.216906970758	53950.05895415736	1909.440706870098	9452.983748081126	1343.1073968728429	135640.5604362336	122530.13360171244	34004.588569837164	8092.41280583549	16920.171818743143	2060.5720308228724							
CALVIN-PWY	Calvin-Benson-Bassham cycle	153143.71482868	229296.14394918	107066.41337646185	217343.5271929958	108361.1827335038	31754.40920223878	124640.60629694996	90547.69123050736	64459.91408260809	66912.78829150718	59265.393708330266	128242.56820694216	83477.89883366512	26478.566372641	27108.65656056891	43544.991771011766	73376.87751125808	54263.80611292141	92989.83572501072	31294.00899336688	59507.80425839029	29484.80597233951	88912.73450357933	40052.82604810369	19089.07828930038	5084.44059946872	9668.85842615572	7984.957998070512	21683.38348733953	1981.217252515876	10975.80358064456	1618.7851789725105	174490.566853248	119322.8251597202	38909.54493967288	8231.365371849659	18440.7583095917	2300.3422582235544							
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to &beta;-ketoadipate	33.57134368263606	130.46413430499942	24.36044295903739	33.30262288499623	9.880314009689185	0.572477998613732	57.76389993379676	93.07862099277838	50.74993293426079	13.084537758732786	48.52825620900861	50.6814310403735	15.91903138892461	0.037201273084864	1.5320658632225497	153.25134120668184	660.2387863921283	334.2732856492684	134.53001523876313	138.9451868132136	258.6881338236544	872.4397558731029	174.09877004695923	372.7941476446832	373.7962557635298	91.77403550626826	1189.531461942904	103.40855658548932	772.2043384402277	0.3471784709750293	379.05671623533095	0.0	46.07801443507854	508.10489389464425	364.7827421785385	169.35491348238023	513.8894283530011	81.43595482416306							
CENTBENZCOA-PWY	benzoyl-CoA degradation II (anaerobic)	1.993870704164265	88.40871190007161	0.3779518224256978	2.410791589359798	0.2560348999436627	0.162404311635102	0.7081529350269372	2.6570047113845483	1.653007334184461	6.50746889222906	2.0939110861542902	29.98744135490869	13.415774465099288	0.1085094439304617	1.4589420473075487	5.370889938634657	2.8999251173976384	3.357993987755884	10.165107002948156	4.111517386036768	7.021705914270325	14.656767565090009	2.7616513062384795	0.8450662838472902	7.610468973581965	0.4692476509082273	0.4861568845749743	0.7620785001539808	12.19017488342352	2.135722489304678	1.2131007462907637	0.0	59.40904830363528	2.433447785704028	4.379030162730387	0.2461287081291203	2.5776593086973763	0.3398728317987942							
CENTFERM-PWY	pyruvate fermentation to butanoate	7905.535367058189	3308.955715343954	3457.366773374506	14062.16226847729	3184.519329524239	1456.4901768046443	1585.383795746896	12760.978307588266	1847.807857845568	5937.030149958812	5197.1709362952615	4644.352709397819	13601.094613636127	2889.437726399691	3352.8650516732337	7255.951788932566	8792.656583926351	5982.67965369726	8935.388728945709	5518.398187486697	8722.303858772115	4293.935208725536	11138.729066987144	4483.980206157941	2319.2724508042934	1287.0541689492306	2357.002846001471	2618.211079938844	8232.738527524287	437.3716595165168	2559.513062715379	169.6046541049697	13403.156506552168	13724.170712880075	6592.1110117904855	1769.6895863960567	2395.7552103460275	234.2146479172332							
CHLOROPHYLL-SYN	chlorophyllide a biosynthesis I (aerobic, light-dependent)	8.695461217778067	158.3532644044984	4.383533871054527	7.787624381980329	1.61170336573782	11.905052982679544	8.915049455778199	71.89255776353428	47.97458557518882	27.687228794694576	25.6391031200689	52.80717673592	20.097094181093265	0.588524975384743	19.456094407642205	47.15294716879188	24.96110367881792	46.0047865686274	102.65993309770344	32.98251349133051	55.15556108736287	323.32017308665905	41.584576408175295	25.217597425736667	19.16804415364883	21.099421450350537	56.10224766908725	44.31582546199002	95.6092211550022	4.662663591731438	71.96658693082112	0.0	225.35681392046283	97.97970320065647	217.54599686290788	40.66939683212488	55.85545343180716	5.568116262276497							
COA-PWY	coenzyme A biosynthesis I	120769.05818191131	227315.5438070048	104079.67704729809	193286.312148771	105610.4679492808	31798.546875918844	110082.3795742294	75783.38101009325	61226.15711300447	49871.360072226846	51613.61911620297	116579.2411190485	67885.3262223813	22543.079355228285	27599.559455746035	40038.7259381244	86611.79992148168	49453.56031275866	70274.5807734683	27488.104974256385	61639.84438180333	20255.34755549699	76041.16164297586	32925.51224200671	14559.341104206833	5908.070759117355	6358.831980439466	6449.613521767476	39221.12622447631	1509.785764409851	8819.492072917998	2045.9830131445915	119173.11274339652	104547.27886413324	24560.72816658836	6465.965677396625	10844.75601114566	1337.1086105311294							
COBALSYN-PWY	adenosylcobalamin salvage from cobinamide I	66946.76163152339	141978.7123662716	60316.658435400685	91002.02343052726	60074.84531218782	15067.202086783094	64915.21585836662	29498.33014360668	34119.66003642779	22595.25444003948	26975.95352368023	62640.09999219787	32199.893712338224	9186.71623217453	10640.04828837275	23440.956996852063	73361.36269472388	37065.90650023333	47002.07129901777	21767.22018521609	51026.57553907666	14749.473287502347	33160.467968318146	17778.027412213953	8010.538758649973	5240.3089248194665	5057.113537200721	4788.484643683617	37059.02920321012	814.0705359023826	5749.207544250988	559.1849195697375	67865.99777813409	47564.41935745272	19260.270935215165	3595.8260123423265	14534.10277259703	1907.5943371295425							
CODH-PWY	reductive acetyl coenzyme A pathway	1032.2376731315376	27781.82948100288	2356.542912625094	6661.816533585196	2704.736877544286	155.9828557240833	1939.9652575636333	682.5618410810641	624.3752425745832	1159.0180943982266	1262.906501218516	4544.206761184987	3220.3226960639813	487.5153870382873	280.015784799465	1042.930916853163	773.496859652237	1286.993282158904	1571.3168461721343	518.3214307228432	1160.2337710163756	1110.0906977301297	1950.618057849647	559.5643084260719	375.3518343504689	95.24096974972674	306.6401996539927	370.847880738425	558.2487602549674	35.25534888740356	408.1097810382114	6.136737695821263	4632.932449398325	5655.398715912405	829.3407080814914	374.0298053049868	666.6014773727816	39.67429566414765							
COLANSYN-PWY	colanic acid building blocks biosynthesis	44818.553686307496	137734.82842183314	51173.29752158888	99532.3680192039	49432.88750971987	20725.15974253521	26281.378003869	48017.87183321263	25617.892486881847	30057.306615610785	26438.049507854164	72967.72797501016	40805.788795550674	13674.71247393478	10289.578915183958	26497.17712812292	11484.237945238465	11282.260023765832	39984.39951693736	8156.267460226779	14213.515977247294	8836.13662957993	48994.1326315874	22195.384393654003	9481.2637015532	666.1795742185374	3556.671434496581	3404.0635534699445	4723.359773553406	1092.8113409320747	2533.15622160318	748.827204491706	43338.04456660971	70990.28399434788	11055.75188581008	4765.691448529805	5585.742234242339	697.5943457792874							
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	115962.8441366832	160061.30393564783	70831.08969183337	137739.22600988357	67526.51839898333	17423.7744721203	72777.8679194295	66841.94669429201	33289.54770247348	60059.70370718854	55034.14156809771	91196.3225302037	71600.96876409615	20466.814587193225	18698.75456998913	44802.19413620042	113579.71164197508	64753.78343555512	81347.64278938892	31892.65486326219	72204.2296757904	21346.66400993509	77419.08108718017	32957.09827477557	14250.50953278909	7164.004110721373	7674.003820446005	7246.789299729515	49772.657568710565	1702.9607775817344	7980.197807284773	1075.4543282407042	112826.5358436723	110149.14684168958	29703.586643853745	7301.749644538808	14754.871711111222	1812.3609004746688							
CRNFORCAT-PWY	creatinine degradation I	1.3929438299390475	64.2698739390304	1.6422621858078443	8033.135890622693	0.7240474142654713	1.6141034193502248	10.069237667108478	57.21719307639116	21.66771625074353	2.506635374265057	11.113132688466534	24.01669598533271	12.507265877029765	0.6688568594267973	12.454038619909737	107.61028281630898	152.83342203406932	31.675044776119808	134.89388191457778	84.32793734171854	177.6200569341667	217.93996286361167	22.20970346349626	35.893562337074584	34.89231629496487	4.657939202397893	68.60452878150613	7.555837357179557	108.2390725541936	0.0	44.87680252268219	0.0	78.72390313769671	49.72471701990531	40.104914830211534	138.22913014921176	55.74185299104464	3.4381716603028107							
DAPLYSINESYN-PWY	L-lysine biosynthesis I	83437.90322895108	88760.82082336392	20104.06011200721	72698.65238642895	17773.339244416922	9713.919897361417	25125.87968272245	55686.83490330784	16016.688136458595	45489.52652448523	48293.3978267866	58137.37647404268	56535.93377891761	14870.236291949275	23481.409171618925	36607.2242834555	94295.41135016298	53822.08677553455	69701.8587401955	29367.067941237583	64613.7749927858	22054.71995844499	64704.69929826091	22602.89557442021	12907.872446463252	6375.451067207227	7520.3479049791185	6832.200465865716	42105.51815113378	1500.5708791777647	8889.262738277337	1455.5071313072735	92901.34879661234	91933.8810669685	29952.111436388503	6169.820434530575	12784.038780353118	1427.0661591033177							
DENITRIFICATION-PWY	nitrate reduction I (denitrification)	16.97179452665357	60.79912049419467	1.9558438231739093	7077.320064673861	17.234092593280483	3.4525664300819114	35.79417891895666	130.4496946443728	47.07670269100839	16.403119694421903	33.33099949404582	282.666000315732	24.93804220879826	17.786150367850574	17.01077517182627	93.77457779008692	137.39623224631498	228.34152057859663	138.51693065594498	44.38546518693936	107.65042269907188	126.42226993536278	41.18235082778243	19.62382404083717	69.4205617064969	6.121940214168021	100.21211441748112	50.12895343526225	97.3598016399866	8.449239124603329	38.77791454989703	1.1285698521119625	120.28147617864371	1093.176728103699	36.08686215083095	106.80598596180847	44.2831135189379	0.7373016717214969							
DENOVOPURINE2-PWY	superpathway of purine nucleotides de novo biosynthesis II	82784.15622519256	250420.34327817053	82004.22422868565	157545.3831841029	83025.57793838702	31596.95542690537	111811.6662657566	56099.41154015414	61710.739116388286	26080.39577955208	33693.4778286615	92375.29890833574	43604.65967422154	16182.922247656748	26776.00807909405	31272.34415924705	52754.12304978591	29278.40439992692	44675.98945121045	17713.110899140564	36835.17085391696	15401.642684614451	54473.09510026841	23396.035126268227	9157.506902472707	3810.592782100321	6052.5986635762665	4803.056254091066	27058.698486800786	1006.4938539097254	7354.101680607443	2218.650262589232	101199.79094375367	75940.10880051157	15904.980849544729	4887.492353655305	9540.788782190744	1070.21461117348							
DHGLUCONATE-PYR-CAT-PWY	glucose degradation (oxidative)	15.243105341905412	37.0730588710004	3.363371148382798	0.0032127925567979	0.0002070809299777	0.0004617908471314	32.63977068520897	9.504280714902178	11.606018252459869	0.0007170910404227	0.0031804978976137	10.591284470290049	0.002078930354558	0.0001911273060733	0.0035669790326688	22.47931641578344	62.117958355700544	138.9386990792658	26.345613720677573	43.84415147884124	32.99798237366019	190.4163712494341	13.187308877792626	15.56417229812086	39.29504969750446	0.0013383422119064	214.65472677105527	7.767871211726979	81.68046939011508	0.0	57.19756075056719	0.0	0.0017687037795257	98.1852747547356	55.04308601723222	0.0007009215384624	27.822667461597696	22.212071170340607							
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	152441.66214009692	432429.2365789522	102742.00618492998	227496.2112547651	104033.54826711488	48443.09895628519	219693.19098709937	70854.16869668815	116846.25034422436	49161.65959482463	48371.251546422216	119652.0624958932	59855.9910097128	20582.52032833317	16884.22315523944	34584.61389555389	77960.40497365991	39968.06447936622	72051.22734695631	23320.99214925974	54969.17382205387	15571.077155208082	60562.15730393321	29020.89557347277	10724.519857144614	5357.638219937703	6459.536451930689	5462.469427851444	38793.74786057242	1276.3968691893997	5592.141920263119	951.2146938612494	133842.14662880715	88448.94846205389	21761.44602661484	5624.123233837178	14094.4256637789	1791.444084358092							
ECASYN-PWY	enterobacterial common antigen biosynthesis	359.83605353335986	245.119865702294	828.331845895844	75.02494772418167	966.7445279455646	62.90538803431534	76.5929266599347	303.9653360456086	116.9730704774022	37.31808330861902	159.03215042401956	54.59757510324826	169.28273865493318	7.512032307666502	80.88390768917756	184.251555189546	416.1652345016119	365.43794147143416	172.84952292638238	205.8685526877308	411.311205702914	453.035367410999	248.74727780142683	368.1276156783239	247.44322906743216	70.90265428740649	443.0672591180723	200.7962280291499	281.1603329606859	36.4975006252555	232.46036036979245	19.20387828467558	247.1065766906372	503.1598651561111	288.8685295051536	252.4974610621319	164.53376762150083	58.237299418249584							
ENTBACSYN-PWY	enterobactin biosynthesis	2175.782105865773	911.4034457889248	1951.7393784830567	324.4252951813618	2148.3991591828367	200.67234920029813	270.12334879414203	1019.7749240821933	393.0659628859559	357.96140056105713	529.882320590232	498.1535523086128	948.7774985655308	71.92544392521692	559.8989345159724	644.6084995891043	1197.711312583153	959.9797797678708	1281.7728689300773	857.7144008890649	1609.837241981067	977.2883811779794	713.843073673175	921.9028492555186	684.8829961714205	189.0433401648972	416.1574688547783	378.6384278972809	933.308954517852	92.93934246430145	572.486047528464	47.46036444910521	384.4456521777265	1293.4961837245307	644.4923729286672	494.62151431461206	2766.002744243999	144.63379408080573							
FAO-PWY	fatty acid &beta;-oxidation I	4920.586464602861	1862.7796739863152	2071.913536906828	6005.887825391969	1865.4837820229504	892.501504678514	837.2020501241726	9730.04510483078	1021.464492861608	4015.823729690802	3415.0448267503184	3028.7284540448163	11001.679777454605	2123.908609163564	2425.781575703773	5821.849919192864	5001.189596360242	3323.249570548418	5071.916083305628	3313.924160434516	4773.219677837456	4224.5413732113	8424.924141277605	3069.763220230905	1870.158107963305	671.9910988633012	4461.72811257056	2485.129215789989	2993.112834697286	399.125015628078	2171.5469920161154	117.64781327472907	2204.718408725508	9921.934723518822	4845.877208538514	1723.3769140998716	3751.723969038372	317.8210638787095							
FASYN-ELONG-PWY	fatty acid elongation -- saturated	132129.06788844886	284613.68944016646	114973.77658657049	237742.2121099533	116904.78141943183	44747.11286882223	150949.54416213455	74663.9839151585	89173.23268194856	42345.50321781726	37532.17489435855	121253.07273191224	60208.05144793943	23187.849276384924	18818.963459777857	33577.781000240306	12417.809963597096	10347.634508602036	48081.20436621875	7498.326004394101	10446.764370605788	12618.687267840269	69323.48966323005	32692.16839882723	10970.34081625714	1232.176705695446	6102.67649375183	3643.986007375308	7502.352091960195	1400.3694654421272	5064.368811691499	1372.130732707224	127700.01481551572	92115.2995427335	13354.020383004292	6198.830890973772	7384.351937066324	750.4171070595245							
FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation (E. coli)	80018.94965593814	46550.93464805518	58090.65356096732	132232.34753809098	58429.313332266574	22444.89531779918	72622.94399148144	42213.9727281372	47505.51474138739	25847.31756136905	16373.905381793002	83629.77005736879	33698.35934764631	14362.833341693236	4614.172235616414	17639.763125182366	5434.717194098364	4571.928675904904	18510.30198597647	2697.0853632075896	2548.862851647438	6186.967356181781	41365.70800299462	21261.808077209043	6346.953960380839	496.48328548332034	4683.668826575881	1612.5586056668149	4220.851672284871	842.8173640159382	1997.1819014422629	369.9069326098834	95529.2581665042	59200.53515941092	9573.02170921568	3809.099095116806	2446.866610671924	381.26467016743385							
FERMENTATION-PWY	mixed acid fermentation	80720.73324285055	91013.50643393544	13566.108471970325	59714.917077311504	12916.499225440692	21404.23889961607	17013.564602475482	52776.14232793531	25711.530074352868	36318.0892859166	36991.4070953419	60311.10477255436	48453.62779429997	14165.142286054052	11590.416044591608	30507.33319741328	78016.54340423382	42893.67602643988	53277.49594462016	23111.299963560752	56138.74542759308	8540.22603343846	55383.11822136085	17772.848761167887	11031.278959499235	5213.920242955604	5173.20329312703	2261.451584533497	30677.44782076608	1042.9538833562167	4919.004359404771	748.9393881089659	74311.38933023784	70196.19542065755	10385.650849710197	4246.553123973514	8264.24045494837	906.3622686142928							
FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage	101975.18221392109	212066.06085360207	93518.1355174004	177113.8166781879	95089.50174574678	26307.02455330108	104219.3021357239	48674.87449474537	57031.41957040551	28364.45127707021	25143.33019914886	96948.97120879244	35404.43596032619	14661.630298979915	8426.981860025331	30121.00855131192	81058.83137466655	42425.13168384081	48436.96262388243	22503.929533742383	57213.379094649375	10028.348865046011	43119.06390038016	24043.95121720765	8499.189716691979	5566.3084953349935	4897.861933081088	3412.6277172483988	38681.3020815606	944.2756405694616	5033.838644497401	501.5705846119647	92619.2499133139	61307.692067750606	13391.038426311408	4529.036840725626	7767.76056056631	818.342410146138							
